"content_id","title","description","total_seasons","imdb_score","release_dates","play_time","content_rating","total_episodes","content_type","imdb_link","last_updated","imdb_score_votes","rating_details","languages"
402,"Tokyo Story","An old couple visit their children and grandchildren in the city; but the children have little time for them.",1,"8.2","13 March 1972 (USA)","2h 16min","",1,2,"http://www.imdb.com/title/tt0046438/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_168","2017-12-21 18:20:16.917805",33519,"{'total_votes': 33519, 'females': {'aged_18_29': {'total_votes': 1375, 'rating': 8.1}, 'all_votes': {'total_votes': 3666, 'rating': 7.7}, 'aged_30_44': {'total_votes': 1324, 'rating': 8.2}, 'aged_under_18': {'total_votes': 7, 'rating': 6.9}, 'aged_over_45': {'total_votes': 837, 'rating': 6.2}}, 'rating_page_link': 'http://www.imdb.com/title/tt0046438/ratings?ref_=tt_ov_rt', 'all_genders': {'aged_18_29': {'total_votes': 9915, 'rating': 8.3}, 'all_votes': {'total_votes': 33519, 'rating': 8.2}, 'aged_30_44': {'total_votes': 12179, 'rating': 8.2}, 'aged_under_18': {'total_votes': 61, 'rating': 8.1}, 'aged_over_45': {'total_votes': 4819, 'rating': 7.7}}, 'males': {'aged_18_29': {'total_votes': 8458, 'rating': 8.3}, 'all_votes': {'total_votes': 23814, 'rating': 8.3}, 'aged_30_44': {'total_votes': 10728, 'rating': 8.2}, 'aged_under_18': {'total_votes': 54, 'rating': 8.2}, 'aged_over_45': {'total_votes': 3914, 'rating': 8.0}}, 'votes_per_ratings': {'2': 254, '8': 7650, '4': 468, '10': 9636, '5': 961, '3': 297, '6': 1818, '7': 4217, '1': 1232, '9': 6986}}","['Japanese', 'English']"
403,"The Apartment","A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",1,"8.3","16 September 1960 (France)","2h 5min","",1,2,"http://www.imdb.com/title/tt0053604/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_108","2017-12-21 18:33:12.953569",124588,"{'total_votes': 124588, 'females': {'all_votes': {'total_votes': 19329, 'rating': 8.2}, 'aged_18_29': {'total_votes': 6788, 'rating': 8.2}, 'aged_under_18': {'total_votes': 26, 'rating': 8.0}, 'aged_30_44': {'total_votes': 7934, 'rating': 8.1}, 'aged_over_45': {'total_votes': 3908, 'rating': 8.3}}, 'rating_page_link': 'http://www.imdb.com/title/tt0053604/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 124588, 'rating': 8.3}, 'aged_18_29': {'total_votes': 31494, 'rating': 8.4}, 'aged_under_18': {'total_votes': 165, 'rating': 8.3}, 'aged_30_44': {'total_votes': 46319, 'rating': 8.2}, 'aged_over_45': {'total_votes': 21000, 'rating': 8.3}}, 'males': {'all_votes': {'total_votes': 81646, 'rating': 8.3}, 'aged_18_29': {'total_votes': 24437, 'rating': 8.4}, 'aged_under_18': {'total_votes': 139, 'rating': 8.4}, 'aged_30_44': {'total_votes': 37916, 'rating': 8.3}, 'aged_over_45': {'total_votes': 16809, 'rating': 8.3}}, 'votes_per_ratings': {'2': 518, '8': 36527, '4': 987, '7': 18099, '10': 26154, '3': 601, '6': 6087, '1': 1864, '5': 2421, '9': 31330}}","['English']"
404,"The Treasure of the Sierra Madre","Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.",1,"8.3","24 January 1948 (USA)","2h 6min","",1,2,"http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_119","2017-12-21 18:34:02.018741",88829,"{'total_votes': 88829, 'females': {'all_votes': {'total_votes': 7234, 'rating': 8.1}, 'aged_18_29': {'total_votes': 1857, 'rating': 7.9}, 'aged_under_18': {'total_votes': 13, 'rating': 7.3}, 'aged_30_44': {'total_votes': 2723, 'rating': 7.8}, 'aged_over_45': {'total_votes': 2449, 'rating': 8.5}}, 'rating_page_link': 'http://www.imdb.com/title/tt0040897/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 88829, 'rating': 8.3}, 'aged_18_29': {'total_votes': 18536, 'rating': 8.3}, 'aged_under_18': {'total_votes': 120, 'rating': 7.9}, 'aged_30_44': {'total_votes': 32329, 'rating': 8.2}, 'aged_over_45': {'total_votes': 19245, 'rating': 8.5}}, 'males': {'all_votes': {'total_votes': 64125, 'rating': 8.3}, 'aged_18_29': {'total_votes': 16557, 'rating': 8.3}, 'aged_under_18': {'total_votes': 107, 'rating': 8.0}, 'aged_30_44': {'total_votes': 29315, 'rating': 8.2}, 'aged_over_45': {'total_votes': 16548, 'rating': 8.5}}, 'votes_per_ratings': {'2': 462, '8': 25066, '4': 842, '7': 13172, '10': 18845, '3': 587, '6': 4651, '1': 1754, '5': 1956, '9': 21494}}","['English', 'Spanish']"
405,"The Great Escape","Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.",1,"8.2","4 July 1963 (USA)","2h 52min","",1,2,"http://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_127","2017-12-21 18:34:12.291874",184240,"{'total_votes': 184240, 'females': {'all_votes': {'total_votes': 14012, 'rating': 8.1}, 'aged_18_29': {'total_votes': 4084, 'rating': 8.2}, 'aged_under_18': {'total_votes': 24, 'rating': 8.2}, 'aged_30_44': {'total_votes': 5443, 'rating': 8.1}, 'aged_over_45': {'total_votes': 3938, 'rating': 7.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt0057115/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 184240, 'rating': 8.2}, 'aged_18_29': {'total_votes': 43132, 'rating': 8.3}, 'aged_under_18': {'total_votes': 278, 'rating': 8.2}, 'aged_30_44': {'total_votes': 68573, 'rating': 8.2}, 'aged_over_45': {'total_votes': 31590, 'rating': 8.3}}, 'males': {'all_votes': {'total_votes': 133467, 'rating': 8.2}, 'aged_18_29': {'total_votes': 38741, 'rating': 8.3}, 'aged_under_18': {'total_votes': 253, 'rating': 8.2}, 'aged_30_44': {'total_votes': 62464, 'rating': 8.2}, 'aged_over_45': {'total_votes': 27224, 'rating': 8.3}}, 'votes_per_ratings': {'2': 400, '8': 58214, '4': 1005, '7': 27702, '10': 35610, '3': 589, '6': 8231, '1': 2109, '5': 2776, '9': 47604}}","['English', 'German', 'French', 'Russian', 'Spanish']"
406,"The Gold Rush","A prospector goes to the Klondike in search of gold and finds it and more.",1,"8.2","1925 (Germany)","1h 35min","",1,2,"http://www.imdb.com/title/tt0015864/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_135","2017-12-21 18:34:22.26164",77327,"{'total_votes': 77327, 'females': {'all_votes': {'total_votes': 7874, 'rating': 8.2}, 'aged_18_29': {'total_votes': 3113, 'rating': 8.1}, 'aged_under_18': {'total_votes': 17, 'rating': 9.2}, 'aged_30_44': {'total_votes': 2921, 'rating': 8.1}, 'aged_over_45': {'total_votes': 1552, 'rating': 8.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt0015864/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 77327, 'rating': 8.2}, 'aged_18_29': {'total_votes': 23411, 'rating': 8.2}, 'aged_under_18': {'total_votes': 219, 'rating': 8.2}, 'aged_30_44': {'total_votes': 27084, 'rating': 8.2}, 'aged_over_45': {'total_votes': 10961, 'rating': 8.4}}, 'males': {'all_votes': {'total_votes': 55116, 'rating': 8.2}, 'aged_18_29': {'total_votes': 20112, 'rating': 8.3}, 'aged_under_18': {'total_votes': 201, 'rating': 8.1}, 'aged_30_44': {'total_votes': 23911, 'rating': 8.2}, 'aged_over_45': {'total_votes': 9264, 'rating': 8.3}}, 'votes_per_ratings': {'2': 365, '8': 22587, '4': 715, '7': 11190, '10': 17143, '3': 474, '6': 3986, '1': 1516, '5': 1810, '9': 17541}}","['English']"
407,"Lock, Stock and Two Smoking Barrels","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",1,"8.2","12 June 1999 (South Korea)","1h 47min",10,1,2,"http://www.imdb.com/title/tt0120735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_143","2017-12-21 18:34:32.927236",455687,"{'total_votes': 455687, 'females': {'all_votes': {'total_votes': 40722, 'rating': 8.1}, 'aged_18_29': {'total_votes': 15893, 'rating': 8.2}, 'aged_under_18': {'total_votes': 42, 'rating': 8.4}, 'aged_30_44': {'total_votes': 19100, 'rating': 8.0}, 'aged_over_45': {'total_votes': 4073, 'rating': 7.1}}, 'rating_page_link': 'http://www.imdb.com/title/tt0120735/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 455687, 'rating': 8.2}, 'aged_18_29': {'total_votes': 139709, 'rating': 8.3}, 'aged_under_18': {'total_votes': 445, 'rating': 8.3}, 'aged_30_44': {'total_votes': 188587, 'rating': 8.2}, 'aged_over_45': {'total_votes': 33501, 'rating': 7.8}}, 'males': {'all_votes': {'total_votes': 332788, 'rating': 8.2}, 'aged_18_29': {'total_votes': 122726, 'rating': 8.3}, 'aged_under_18': {'total_votes': 399, 'rating': 8.3}, 'aged_30_44': {'total_votes': 167514, 'rating': 8.2}, 'aged_over_45': {'total_votes': 28928, 'rating': 7.8}}, 'votes_per_ratings': {'2': 1490, '8': 148497, '4': 3015, '7': 67856, '10': 81825, '3': 1702, '6': 19965, '1': 3819, '5': 7020, '9': 120498}}","['English']"
408,"The Wolf of Wall Street",", from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",1,"8.2","25 December 2013 (USA)","3h",10,1,2,"http://www.imdb.com/title/tt0993846/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_151","2017-12-21 18:34:42.49355",912069,"{'total_votes': 912069, 'females': {'all_votes': {'total_votes': 127552, 'rating': 7.8}, 'aged_18_29': {'total_votes': 72015, 'rating': 7.9}, 'aged_under_18': {'total_votes': 671, 'rating': 8.1}, 'aged_30_44': {'total_votes': 36595, 'rating': 7.7}, 'aged_over_45': {'total_votes': 6954, 'rating': 7.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt0993846/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 912069, 'rating': 8.2}, 'aged_18_29': {'total_votes': 364318, 'rating': 8.4}, 'aged_under_18': {'total_votes': 3239, 'rating': 8.6}, 'aged_30_44': {'total_votes': 238129, 'rating': 8.0}, 'aged_over_45': {'total_votes': 42116, 'rating': 7.6}}, 'males': {'all_votes': {'total_votes': 575127, 'rating': 8.2}, 'aged_18_29': {'total_votes': 289002, 'rating': 8.4}, 'aged_under_18': {'total_votes': 2550, 'rating': 8.7}, 'aged_30_44': {'total_votes': 198098, 'rating': 8.1}, 'aged_over_45': {'total_votes': 34416, 'rating': 7.6}}, 'votes_per_ratings': {'2': 4386, '8': 260389, '4': 8981, '7': 134259, '10': 176233, '3': 6041, '6': 48399, '1': 9889, '5': 19330, '9': 244162}}","['English', 'French']"
409,"The Deer Hunter","An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.",1,"8.2","23 February 1979 (USA)","3h 3min",10,1,2,"http://www.imdb.com/title/tt0077416/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_159","2017-12-21 18:34:50.578215",257940,"{'total_votes': 257940, 'females': {'all_votes': {'total_votes': 20127, 'rating': 8.1}, 'aged_18_29': {'total_votes': 5889, 'rating': 8.1}, 'aged_under_18': {'total_votes': 21, 'rating': 7.7}, 'aged_30_44': {'total_votes': 8365, 'rating': 8.0}, 'aged_over_45': {'total_votes': 5099, 'rating': 8.2}}, 'rating_page_link': 'http://www.imdb.com/title/tt0077416/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 257940, 'rating': 8.2}, 'aged_18_29': {'total_votes': 59907, 'rating': 8.2}, 'aged_under_18': {'total_votes': 312, 'rating': 8.4}, 'aged_30_44': {'total_votes': 102747, 'rating': 8.1}, 'aged_over_45': {'total_votes': 39139, 'rating': 8.2}}, 'males': {'all_votes': {'total_votes': 187317, 'rating': 8.2}, 'aged_18_29': {'total_votes': 53585, 'rating': 8.2}, 'aged_under_18': {'total_votes': 290, 'rating': 8.4}, 'aged_30_44': {'total_votes': 93331, 'rating': 8.1}, 'aged_over_45': {'total_votes': 33486, 'rating': 8.2}}, 'votes_per_ratings': {'2': 1267, '8': 74934, '4': 3051, '7': 39471, '10': 49875, '3': 1832, '6': 14712, '1': 2740, '5': 6313, '9': 63745}}","['English', 'Russian', 'Vietnamese', 'French']"
410,"The Big Lebowski","""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",1,"8.2","6 March 1998 (USA)","1h 57min",10,1,2,"http://www.imdb.com/title/tt0118715/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_165","2017-12-21 18:35:28.316378",601149,"{'total_votes': 601149, 'females': {'all_votes': {'total_votes': 61489, 'rating': 7.8}, 'aged_18_29': {'total_votes': 25969, 'rating': 7.8}, 'aged_under_18': {'total_votes': 102, 'rating': 8.1}, 'aged_30_44': {'total_votes': 25921, 'rating': 7.9}, 'aged_over_45': {'total_votes': 6766, 'rating': 7.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt0118715/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 601149, 'rating': 8.2}, 'aged_18_29': {'total_votes': 182506, 'rating': 8.1}, 'aged_under_18': {'total_votes': 1027, 'rating': 8.5}, 'aged_30_44': {'total_votes': 234108, 'rating': 8.2}, 'aged_over_45': {'total_votes': 50343, 'rating': 7.9}}, 'males': {'all_votes': {'total_votes': 422200, 'rating': 8.2}, 'aged_18_29': {'total_votes': 154932, 'rating': 8.2}, 'aged_under_18': {'total_votes': 917, 'rating': 8.5}, 'aged_30_44': {'total_votes': 205550, 'rating': 8.3}, 'aged_over_45': {'total_votes': 42806, 'rating': 7.9}}, 'votes_per_ratings': {'2': 3536, '8': 154961, '4': 7757, '7': 92077, '10': 142017, '3': 4681, '6': 38428, '1': 7057, '5': 16093, '9': 134542}}","['English', 'German', 'Hebrew', 'Spanish']"
411,"The Bandit","»",1,"8.4","29 November 1996 (Turkey)","2h 8min","",1,2,"http://www.imdb.com/title/tt0116231/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_169","2017-12-21 18:35:42.245608",44785,"{'total_votes': 44785, 'females': {'all_votes': {'total_votes': 4302, 'rating': 7.8}, 'aged_18_29': {'total_votes': 1897, 'rating': 8.6}, 'aged_under_18': {'total_votes': 12, 'rating': 7.6}, 'aged_30_44': {'total_votes': 1823, 'rating': 8.4}, 'aged_over_45': {'total_votes': 369, 'rating': 3.2}}, 'rating_page_link': 'http://www.imdb.com/title/tt0116231/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 44785, 'rating': 8.4}, 'aged_18_29': {'total_votes': 16142, 'rating': 8.6}, 'aged_under_18': {'total_votes': 82, 'rating': 8.1}, 'aged_30_44': {'total_votes': 17326, 'rating': 8.4}, 'aged_over_45': {'total_votes': 1991, 'rating': 5.8}}, 'males': {'all_votes': {'total_votes': 32375, 'rating': 8.4}, 'aged_18_29': {'total_votes': 14070, 'rating': 8.6}, 'aged_under_18': {'total_votes': 69, 'rating': 8.2}, 'aged_30_44': {'total_votes': 15294, 'rating': 8.4}, 'aged_over_45': {'total_votes': 1595, 'rating': 6.4}}, 'votes_per_ratings': {'2': 267, '8': 6478, '4': 358, '7': 3084, '10': 20793, '3': 289, '6': 1379, '1': 1382, '5': 690, '9': 10065}}","['Turkish']"
412,"Cool Hand Luke","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",1,"8.2","1 November 1967 (USA)","2h 6min","",1,2,"http://www.imdb.com/title/tt0061512/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_171","2017-12-21 18:35:50.359311",132384,"{'total_votes': 132384, 'females': {'all_votes': {'total_votes': 12037, 'rating': 8.1}, 'aged_18_29': {'total_votes': 3310, 'rating': 8.1}, 'aged_under_18': {'total_votes': 12, 'rating': 7.5}, 'aged_30_44': {'total_votes': 5052, 'rating': 8.0}, 'aged_over_45': {'total_votes': 3276, 'rating': 8.2}}, 'rating_page_link': 'http://www.imdb.com/title/tt0061512/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 132384, 'rating': 8.2}, 'aged_18_29': {'total_votes': 27826, 'rating': 8.2}, 'aged_under_18': {'total_votes': 169, 'rating': 8.3}, 'aged_30_44': {'total_votes': 51448, 'rating': 8.1}, 'aged_over_45': {'total_votes': 25214, 'rating': 8.2}}, 'males': {'all_votes': {'total_votes': 94809, 'rating': 8.2}, 'aged_18_29': {'total_votes': 24323, 'rating': 8.2}, 'aged_under_18': {'total_votes': 156, 'rating': 8.3}, 'aged_30_44': {'total_votes': 45885, 'rating': 8.1}, 'aged_over_45': {'total_votes': 21615, 'rating': 8.2}}, 'votes_per_ratings': {'2': 358, '8': 41112, '4': 1011, '7': 21493, '10': 24948, '3': 547, '6': 7017, '1': 1307, '5': 2524, '9': 32067}}","['English']"
413,"Rebecca","A self-conscious bride is tormented by the memory of her husband's dead first wife.",1,"8.2","12 April 1940 (USA)","2h 10min","",1,2,"http://www.imdb.com/title/tt0032976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_173","2017-12-21 18:35:57.443982",97912,"{'total_votes': 97912, 'females': {'all_votes': {'total_votes': 19687, 'rating': 8.4}, 'aged_18_29': {'total_votes': 6524, 'rating': 8.3}, 'aged_under_18': {'total_votes': 33, 'rating': 8.6}, 'aged_30_44': {'total_votes': 8079, 'rating': 8.3}, 'aged_over_45': {'total_votes': 4390, 'rating': 8.7}}, 'rating_page_link': 'http://www.imdb.com/title/tt0032976/ratings?ref_=tt_ov_rt', 'all_genders': {'all_votes': {'total_votes': 97912, 'rating': 8.2}, 'aged_18_29': {'total_votes': 23119, 'rating': 8.1}, 'aged_under_18': {'total_votes': 138, 'rating': 8.0}, 'aged_30_44': {'total_votes': 36188, 'rating': 8.1}, 'aged_over_45': {'total_votes': 17680, 'rating': 8.3}}, 'males': {'all_votes': {'total_votes': 58780, 'rating': 8.1}, 'aged_18_29': {'total_votes': 16413, 'rating': 8.1}, 'aged_under_18': {'total_votes': 104, 'rating': 7.8}, 'aged_30_44': {'total_votes': 27697, 'rating': 8.1}, 'aged_over_45': {'total_votes': 13049, 'rating': 8.2}}, 'votes_per_ratings': {'2': 403, '8': 28890, '4': 901, '7': 15584, '10': 19264, '3': 531, '6': 5654, '1': 1568, '5': 2238, '9': 22879}}","['English', 'French']"
414,"My Father and My Son","The family of a left-wing journalist is torn apart after a military coup in 1980's Turkey.",1,"8.5","18 November 2005 (Turkey)","1h 48min","",1,2,"http://www.imdb.com/title/tt0476735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_115","2017-12-21 18:41:16.799177",51809,"{'total_votes': 51809, 'females': {'aged_18_29': {'total_votes': 3930, 'rating': 8.7}, 'all_votes': {'total_votes': 7546, 'rating': 8.6}, 'aged_30_44': {'total_votes': 2780, 'rating': 8.5}, 'aged_under_18': {'total_votes': 26, 'rating': 8.6}, 'aged_over_45': {'total_votes': 370, 'rating': 7.2}}, 'votes_per_ratings': {'2': 345, '8': 7752, '4': 399, '5': 739, '9': 11411, '1': 1562, '6': 1517, '7': 3862, '10': 23918, '3': 304}, 'all_genders': {'aged_18_29': {'total_votes': 18926, 'rating': 8.6}, 'all_votes': {'total_votes': 51809, 'rating': 8.5}, 'aged_30_44': {'total_votes': 18572, 'rating': 8.5}, 'aged_under_18': {'total_votes': 160, 'rating': 8.6}, 'aged_over_45': {'total_votes': 2221, 'rating': 7.4}}, 'males': {'aged_18_29': {'total_votes': 14796, 'rating': 8.6}, 'all_votes': {'total_votes': 34168, 'rating': 8.5}, 'aged_30_44': {'total_votes': 15597, 'rating': 8.4}, 'aged_under_18': {'total_votes': 134, 'rating': 8.6}, 'aged_over_45': {'total_votes': 1827, 'rating': 7.4}}, 'rating_page_link': 'http://www.imdb.com/title/tt0476735/ratings?ref_=tt_ov_rt'}","['Turkish']"
415,"My Neighbor Totoro","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",1,"8.2","27 July 2001 (South Korea)","1h 26min",7,1,2,"http://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_131","2017-12-21 18:41:30.657672",204241,"{'total_votes': 204241, 'females': {'aged_18_29': {'total_votes': 26822, 'rating': 8.4}, 'all_votes': {'total_votes': 45578, 'rating': 8.4}, 'aged_30_44': {'total_votes': 13449, 'rating': 8.5}, 'aged_under_18': {'total_votes': 290, 'rating': 8.4}, 'aged_over_45': {'total_votes': 2260, 'rating': 7.4}}, 'votes_per_ratings': {'2': 686, '8': 57329, '4': 1498, '5': 3662, '9': 48694, '1': 2521, '6': 10089, '7': 29760, '10': 49206, '3': 796}, 'all_genders': {'aged_18_29': {'total_votes': 80548, 'rating': 8.2}, 'all_votes': {'total_votes': 204241, 'rating': 8.2}, 'aged_30_44': {'total_votes': 63857, 'rating': 8.2}, 'aged_under_18': {'total_votes': 829, 'rating': 8.3}, 'aged_over_45': {'total_votes': 11449, 'rating': 7.8}}, 'males': {'aged_18_29': {'total_votes': 52864, 'rating': 8.2}, 'all_votes': {'total_votes': 117376, 'rating': 8.2}, 'aged_30_44': {'total_votes': 49444, 'rating': 8.2}, 'aged_under_18': {'total_votes': 532, 'rating': 8.3}, 'aged_over_45': {'total_votes': 8947, 'rating': 7.9}}, 'rating_page_link': 'http://www.imdb.com/title/tt0096283/ratings?ref_=tt_ov_rt'}","['Japanese']"
416,"Blade Runner","A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.",1,"8.2","25 June 1982 (USA)","1h 57min",10,1,2,"http://www.imdb.com/title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_147","2017-12-21 18:41:38.472962",549431,"{'total_votes': 549431, 'females': {'aged_18_29': {'total_votes': 16673, 'rating': 7.7}, 'all_votes': {'total_votes': 48813, 'rating': 7.9}, 'aged_30_44': {'total_votes': 21156, 'rating': 7.9}, 'aged_under_18': {'total_votes': 116, 'rating': 8.0}, 'aged_over_45': {'total_votes': 8820, 'rating': 8.2}}, 'votes_per_ratings': {'2': 3079, '8': 131300, '4': 7864, '5': 16265, '9': 125907, '1': 5317, '6': 36384, '7': 79850, '10': 138819, '3': 4646}, 'all_genders': {'aged_18_29': {'total_votes': 130155, 'rating': 8.0}, 'all_votes': {'total_votes': 549431, 'rating': 8.2}, 'aged_30_44': {'total_votes': 211466, 'rating': 8.2}, 'aged_under_18': {'total_votes': 1199, 'rating': 8.4}, 'aged_over_45': {'total_votes': 71261, 'rating': 8.5}}, 'males': {'aged_18_29': {'total_votes': 112188, 'rating': 8.0}, 'all_votes': {'total_votes': 378586, 'rating': 8.2}, 'aged_30_44': {'total_votes': 187782, 'rating': 8.2}, 'aged_under_18': {'total_votes': 1075, 'rating': 8.4}, 'aged_over_45': {'total_votes': 61299, 'rating': 8.6}}, 'rating_page_link': 'http://www.imdb.com/title/tt0083658/ratings?ref_=tt_ov_rt'}","['English', 'German', 'Cantonese', 'Japanese', 'Hungarian', 'Arabic']"
417,"No Country for Old Men","Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.",1,"8.1","21 November 2007 (USA)","2h 2min",10,1,2,"http://www.imdb.com/title/tt0477348/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=3376940102&pf_rd_r=07E62SRT60QJ0K2FBJH5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_163","2017-12-21 18:41:47.499339",689742,"{'total_votes': 689742, 'females': {'aged_18_29': {'total_votes': 27720, 'rating': 7.8}, 'all_votes': {'total_votes': 68187, 'rating': 7.7}, 'aged_30_44': {'total_votes': 29291, 'rating': 7.7}, 'aged_under_18': {'total_votes': 110, 'rating': 8.2}, 'aged_over_45': {'total_votes': 7978, 'rating': 7.5}}, 'votes_per_ratings': {'2': 4273, '8': 196410, '4': 8710, '5': 18021, '9': 175957, '1': 11075, '6': 40748, '7': 104674, '10': 124339, '3': 5535}, 'all_genders': {'aged_18_29': {'total_votes': 223118, 'rating': 8.2}, 'all_votes': {'total_votes': 689742, 'rating': 8.1}, 'aged_30_44': {'total_votes': 263175, 'rating': 8.1}, 'aged_under_18': {'total_votes': 1259, 'rating': 8.7}, 'aged_over_45': {'total_votes': 56749, 'rating': 8.0}}, 'males': {'aged_18_29': {'total_votes': 193610, 'rating': 8.3}, 'all_votes': {'total_votes': 496547, 'rating': 8.2}, 'aged_30_44': {'total_votes': 231163, 'rating': 8.1}, 'aged_under_18': {'total_votes': 1141, 'rating': 8.7}, 'aged_over_45': {'total_votes': 47947, 'rating': 8.0}}, 'rating_page_link': 'http://www.imdb.com/title/tt0477348/ratings?ref_=tt_ov_rt'}","['English', 'Spanish']"
